2020-12-08 18:10:58:[vdb1,vdb2,vdb3, 22, 100000, 9000000, 15, 15, 4, 0]
2020-12-08 18:10:58:Logging into VoltDB
2020-12-08 18:10:58:Connect to vdb1...
2020-12-08 18:10:58:Connect to vdb2...
2020-12-08 18:10:58:Connect to vdb3...
2020-12-08 18:10:58:Logging into VoltDB
2020-12-08 18:10:58:Connect to vdb1...
2020-12-08 18:10:58:Connect to vdb2...
2020-12-08 18:10:58:Connect to vdb3...
2020-12-08 18:10:58:Hosts=vdb1,vdb2,vdb3
2020-12-08 18:10:58:tpMs=22
2020-12-08 18:10:58:userCount=100000
2020-12-08 18:10:58:tranCount=9000000
2020-12-08 18:10:58:delay=15
2020-12-08 18:10:58:processingtime=15
2020-12-08 18:10:58:participants=4
2020-12-08 18:10:58:offset=0
2020-12-08 18:11:02:DELETE FROM user_transactions;
2020-12-08 18:11:02:Waiting for 10 seconds
2020-12-08 18:11:13:row 12967
2020-12-08 18:11:28:row 353623
2020-12-08 18:11:43:row 695383
2020-12-08 18:11:58:row 1036303
2020-12-08 18:12:13:row 1377823
2020-12-08 18:12:28:row 1720147
2020-12-08 18:12:43:row 2062615
2020-12-08 18:12:58:row 2404831
2020-12-08 18:13:13:row 2745847
2020-12-08 18:13:28:row 3087799
2020-12-08 18:13:43:row 3429367
2020-12-08 18:13:58:row 3771127
2020-12-08 18:14:13:row 4112815
2020-12-08 18:14:28:row 4453520
2020-12-08 18:14:43:row 4793545
2020-12-08 18:14:58:row 5133919
2020-12-08 18:15:13:row 5473688
2020-12-08 18:15:28:row 5813431
2020-12-08 18:15:43:row 6152250
2020-12-08 18:15:58:row 6489117
2020-12-08 18:16:13:row 6827911
2020-12-08 18:16:28:row 7166808
2020-12-08 18:16:43:row 7507135
2020-12-08 18:16:58:row 7846543
2020-12-08 18:17:13:row 8184919
2020-12-08 18:17:28:row 8523823
2020-12-08 18:17:43:row 8862031
2020-12-08 18:17:49:queue size=590
2020-12-08 18:17:52:done
2020-12-08 18:17:52:waiting 20 seconds
2020-12-08 18:18:12:{INSERT_DONE=INSERT_DONE 
 Reports=         9000000 Average=               8, Total=      72,158,380, 50%=              13, 95%=              26, 99%=              31, 99.5%=              32, 99.95%=              35, Max=             117
0	254903.0	
1	1163086.0	
2	713769.0	
3	704931.0	
4	655111.0	
5	661575.0	
6	607577.0	
7	460782.0	
8	390243.0	
9	357744.0	
10	328059.0	
11	303357.0	
12	283539.0	
13	264191.0	
14	246318.0	
15	228516.0	
16	210150.0	
17	190926.0	
18	169340.0	
19	147669.0	
20	126883.0	
21	108416.0	
22	89992.0	
23	73847.0	
24	59019.0	
25	47898.0	
26	37523.0	
27	29541.0	
28	22775.0	
29	17712.0	
30	13084.0	
31	9390.0	
32	6774.0	
33	4816.0	
34	3158.0	
35	2142.0	
36	1465.0	
37	980.0	
38	637.0	
39	432.0	
40	270.0	
41	125.0	
42	113.0	
43	79.0	
44	53.0	
45	67.0	
46	35.0	
47	42.0	
48	58.0	
49	29.0	
50	35.0	
51	18.0	
52	33.0	
53	29.0	
54	27.0	
55	22.0	
56	17.0	
57	5.0	
58	4.0	
60	1.0	
61	1.0	
62	1.0	
64	1.0	
68	2.0	
69	3.0	
70	1.0	
71	2.0	
72	2.0	
73	3.0	
74	2.0	
75	3.0	
76	2.0	
77	3.0	
79	3.0	
90	1.0	
92	2.0	
93	1.0	
94	9.0	
95	9.0	
96	9.0	
97	30.0	
98	35.0	
99	29.0	
100	45.0	
101	28.0	
102	45.0	
103	41.0	
104	31.0	
105	36.0	
106	42.0	
107	35.0	
108	24.0	
109	28.0	
110	19.0	
111	11.0	
112	29.0	
113	30.0	
114	10.0	
115	26.0	
116	33.0	
117	1.0	
, TRANSACTION_FAILED_QTY= 
 Reports=               0 Average=             NaN, Total=               0, 50%=               0, 95%=               0, 99%=               0, 99.5%=               0, 99.95%=               0, Max=               0
, 2_LEFT=2_LEFT 
 Reports=         9000000 Average=               7, Total=      61,237,923, 50%=              12, 95%=              24, 99%=              27, 99.5%=              28, 99.95%=              29, Max=             116
0	675433.0	
1	1366936.0	
2	745261.0	
3	703968.0	
4	706133.0	
5	702418.0	
6	541071.0	
7	400847.0	
8	346019.0	
9	315290.0	
10	288511.0	
11	273660.0	
12	255912.0	
13	238734.0	
14	221568.0	
15	201415.0	
16	180793.0	
17	156933.0	
18	136327.0	
19	113924.0	
20	95003.0	
21	77523.0	
22	62632.0	
23	49124.0	
24	38143.0	
25	29708.0	
26	22288.0	
27	16510.0	
28	12011.0	
29	8555.0	
30	5667.0	
31	3678.0	
32	2474.0	
33	1705.0	
34	1077.0	
35	655.0	
36	414.0	
37	257.0	
38	192.0	
39	108.0	
40	87.0	
41	38.0	
42	36.0	
43	41.0	
44	30.0	
45	47.0	
46	27.0	
47	29.0	
48	32.0	
49	32.0	
50	30.0	
51	25.0	
52	17.0	
53	7.0	
54	9.0	
55	11.0	
56	1.0	
57	1.0	
62	2.0	
63	1.0	
64	2.0	
65	8.0	
66	3.0	
67	8.0	
68	8.0	
69	11.0	
70	5.0	
71	10.0	
72	8.0	
73	4.0	
74	9.0	
75	5.0	
76	12.0	
77	1.0	
79	5.0	
89	1.0	
90	1.0	
91	16.0	
92	5.0	
93	14.0	
94	22.0	
95	24.0	
96	27.0	
97	37.0	
98	36.0	
99	22.0	
100	27.0	
101	28.0	
102	17.0	
103	23.0	
104	24.0	
105	22.0	
106	7.0	
107	19.0	
108	26.0	
109	18.0	
110	12.0	
111	45.0	
112	18.0	
113	10.0	
114	11.0	
115	8.0	
116	1.0	
, 4_LEFT=4_LEFT 
 Reports=         9000000 Average=               6, Total=      52,504,369, 50%=              11, 95%=              21, 99%=              24, 99.5%=              25, 99.95%=              25, Max=             112
0	1223148.0	
1	1415176.0	
2	780742.0	
3	726619.0	
4	735487.0	
5	654208.0	
6	432557.0	
7	333434.0	
8	300909.0	
9	280689.0	
10	269159.0	
11	255371.0	
12	238040.0	
13	220540.0	
14	199543.0	
15	176553.0	
16	152624.0	
17	130198.0	
18	108039.0	
19	87369.0	
20	70257.0	
21	55113.0	
22	42488.0	
23	31945.0	
24	24681.0	
25	17864.0	
26	12378.0	
27	8582.0	
28	5785.0	
29	3738.0	
30	2407.0	
31	1337.0	
32	894.0	
33	459.0	
34	307.0	
35	177.0	
36	128.0	
37	123.0	
38	53.0	
39	35.0	
40	30.0	
41	25.0	
42	42.0	
43	30.0	
44	37.0	
45	30.0	
46	24.0	
47	28.0	
48	34.0	
49	24.0	
50	16.0	
51	24.0	
52	5.0	
54	1.0	
55	1.0	
62	1.0	
63	4.0	
64	3.0	
65	6.0	
66	6.0	
67	4.0	
68	2.0	
69	1.0	
70	2.0	
71	6.0	
72	1.0	
73	1.0	
74	1.0	
76	1.0	
89	3.0	
90	9.0	
91	6.0	
92	14.0	
93	24.0	
94	25.0	
95	23.0	
96	30.0	
97	31.0	
98	20.0	
99	14.0	
100	23.0	
101	12.0	
102	16.0	
103	21.0	
104	26.0	
105	11.0	
106	14.0	
107	30.0	
108	27.0	
109	21.0	
110	34.0	
111	15.0	
112	5.0	
, TRANSACTION_E2E_DONE=TRANSACTION_E2E_DONE 
 Reports=         8027469 Average=              38, Total=     305,317,058, 50%=              37, 95%=              53, 99%=              58, 99.5%=              60, 99.95%=              76, Max=             148
31	574335.0	
32	1295112.0	
33	682410.0	
34	625092.0	
35	611613.0	
36	579574.0	
37	440473.0	
38	314423.0	
39	266663.0	
40	252529.0	
41	245425.0	
42	240124.0	
43	232748.0	
44	223276.0	
45	211658.0	
46	194624.0	
47	177182.0	
48	156949.0	
49	136226.0	
50	116706.0	
51	96749.0	
52	79761.0	
53	64181.0	
54	51062.0	
55	39903.0	
56	31387.0	
57	23785.0	
58	17739.0	
59	13385.0	
60	9505.0	
61	6962.0	
62	4590.0	
63	3211.0	
64	2204.0	
65	1471.0	
66	1006.0	
67	673.0	
68	472.0	
69	302.0	
70	184.0	
71	117.0	
72	109.0	
73	75.0	
74	60.0	
75	62.0	
76	71.0	
77	50.0	
78	55.0	
79	49.0	
80	48.0	
81	43.0	
82	42.0	
83	33.0	
84	25.0	
85	11.0	
86	8.0	
87	2.0	
88	2.0	
93	1.0	
94	4.0	
95	1.0	
96	5.0	
97	4.0	
98	1.0	
99	4.0	
100	4.0	
101	4.0	
102	7.0	
103	2.0	
104	6.0	
105	10.0	
106	4.0	
107	10.0	
110	2.0	
114	2.0	
115	5.0	
116	2.0	
117	12.0	
118	15.0	
119	13.0	
120	20.0	
121	33.0	
122	22.0	
123	28.0	
124	28.0	
125	30.0	
126	13.0	
127	33.0	
128	24.0	
129	32.0	
130	32.0	
131	35.0	
132	38.0	
133	28.0	
134	55.0	
135	60.0	
136	39.0	
137	45.0	
138	47.0	
139	34.0	
140	26.0	
141	18.0	
142	22.0	
143	17.0	
144	15.0	
145	19.0	
146	10.0	
147	5.0	
148	7.0	
, 1_LEFT=1_LEFT 
 Reports=         9000000 Average=               7, Total=      66,044,174, 50%=              12, 95%=              25, 99%=              29, 99.5%=              30, 99.95%=              31, Max=             116
0	457275.0	
1	1303807.0	
2	726234.0	
3	699697.0	
4	678478.0	
5	690719.0	
6	581149.0	
7	431907.0	
8	369561.0	
9	337639.0	
10	305766.0	
11	285122.0	
12	267041.0	
13	249325.0	
14	232154.0	
15	213958.0	
16	193958.0	
17	172178.0	
18	150741.0	
19	128853.0	
20	109309.0	
21	90364.0	
22	74533.0	
23	59430.0	
24	47309.0	
25	37290.0	
26	28548.0	
27	21676.0	
28	16283.0	
29	12189.0	
30	8694.0	
31	5811.0	
32	4063.0	
33	2759.0	
34	1837.0	
35	1204.0	
36	804.0	
37	465.0	
38	325.0	
39	223.0	
40	125.0	
41	76.0	
42	57.0	
43	36.0	
44	39.0	
45	42.0	
46	33.0	
47	48.0	
48	35.0	
49	37.0	
50	35.0	
51	16.0	
52	23.0	
53	18.0	
54	15.0	
55	12.0	
56	11.0	
57	2.0	
61	1.0	
62	1.0	
63	2.0	
64	1.0	
65	2.0	
66	3.0	
67	3.0	
68	5.0	
69	7.0	
70	3.0	
71	8.0	
72	5.0	
73	9.0	
74	10.0	
75	5.0	
76	8.0	
77	3.0	
78	2.0	
79	4.0	
90	1.0	
91	2.0	
92	4.0	
93	8.0	
94	21.0	
95	21.0	
96	24.0	
97	35.0	
98	34.0	
99	37.0	
100	26.0	
101	27.0	
102	36.0	
103	36.0	
104	25.0	
105	28.0	
106	23.0	
107	16.0	
108	23.0	
109	22.0	
110	15.0	
111	21.0	
112	25.0	
113	20.0	
114	17.0	
115	20.0	
116	13.0	
, INSERT_FAIL= 
 Reports=               0 Average=             NaN, Total=               0, 50%=               0, 95%=               0, 99%=               0, 99.5%=               0, 99.95%=               0, Max=               0
, TRANSACTION_FAILED_NOPAYER= 
 Reports=               0 Average=             NaN, Total=               0, 50%=               0, 95%=               0, 99%=               0, 99.5%=               0, 99.95%=               0, Max=               0
, TRANSACTION_E2E_FAILED_QTY=TRANSACTION_E2E_FAILED_QTY 
